	Catalog Name	Course Name	Department
3357	MUSI 10400	Introduction to Music: Analysis and Criticism	MUSI
3358	MUSI 10500	Music Performance as Laboratory	MUSI
3359	HIST 12002	Feuds, Vengeance, and War: Violence in Medieval Europe, 500-1550	HIST
3360	MUSI 12101	Music and Euro-American Cultures I: To 1810	MUSI
3361	MUSI 12200	Music In Western Civ II	MUSI
3362	MUSI 12201	Music and Euro-American Cultures II: 1810-Present	MUSI
3363	MUSI 12300	Going to the Opera in Paris, 1650-1848	MUSI
3364	MUSI 14300	Music Theory Fundamentals	MUSI
3365	MUSI 15100-15200-15300	Harmony and Voice Leading	MUSI
3366	MUSI 15100	Harmony and Voice Leading I	MUSI
3367	MUSI 15200	Harmony and Voice Leading II	MUSI
3368	MUSI 15300	Harmony and Voice Leading III	MUSI
3369	MUSI 17000	University Chorus	MUSI
3370	MUSI 17001	Motet Choir	MUSI
3371	MUSI 17002	Women's Ensemble	MUSI
3372	MUSI 17003	Rockefeller Chapel Choir	MUSI
3373	MUSI 17010	University Symphony Orchestra	MUSI
3374	MUSI 17011	University Chamber Orchestra	MUSI
3375	MUSI 17012	University Wind Ensemble	MUSI
3376	MUSI 17019	Jazz Ensemble	MUSI
3377	MUSI 17022	Jazz Combo	MUSI
3378	MUSI 17023	Middle East Music Ensemble	MUSI
3379	MUSI 17025	South Asian Music Ensemble	MUSI
3380	MUSI 17026	Chamber Music Performance	MUSI
3381	MUSI 17027	Piano Performance Studio	MUSI
3382	MUSI 17028	Vocal Performance Studio	MUSI
3383	MUSI 17029	Percussion Ensemble	MUSI
3384	MUSI 20719	Music and Mind	MUSI
3385	MUSI 21800	Conducting	MUSI
3386	MUSI 22022	The Maqam Chamber Course	MUSI
3387	MUSI 22620	Queer Singing, Queer Spaces	MUSI
3388	MUSI 23122	Music, Politics, and Identity in Ukraine	MUSI
3389	MUSI 23221	Music in the Indian Ocean	MUSI
3390	MUSI 23300	Introduction to the Social and Cultural Study of Music	MUSI
3391	MUSI 23321	Bollywood Beats: Music and Sound in Popular Hindi Cinema	MUSI
3392	MUSI 23322	Setting Sound Standards: Music, Media, and Censorship in South Asia	MUSI
3393	MUSI 23324	The Human Form in Contemporary Art	MUSI
3394	MUSI 23410	Music of the Middle East	MUSI
3395	MUSI 23509	Eurovision	MUSI
3396	MUSI 23622	Performing the U	MUSI
3397	MUSI 23706	Music of South Asia	MUSI
3398	MUSI 23804	Rock	MUSI
3399	MUSI 24321	Songwriting for Musical Theater	MUSI
3400	MUSI 24322	Advanced Musical Theater Writing	MUSI
3401	MUSI 24417	Making and Meaning in the American Musical	MUSI
3402	MUSI 24422	Introduction to Musical Theater Writing	MUSI
3403	MUSI 24520	Richard Wagner's Ring of the Nibelung in Performance	MUSI
3404	MUSI 24722	Music and Environment	MUSI
3405	MUSI 24820	Video Game Music Production and Sound Design	MUSI
3406	MUSI 24822	Video Game Music and Sound	MUSI
3407	MUSI 25020	Opera Across Media	MUSI
3408	MUSI 25100	Analysis of Music of the Classical Period	MUSI
3409	MUSI 25200	Analysis of Nineteenth-Century Music	MUSI
3410	MUSI 25300	Analysis of Twentieth-Century Music	MUSI
3411	MUSI 25421	Bach Yesterday and Today	MUSI
3412	MUSI 25422	Hearing Popular Music	MUSI
3413	MUSI 25622	Listening to Flamenco	MUSI
3414	MUSI 25721	Music of the Black Radical Tradition	MUSI
3415	MUSI 25722	The Musical Interface: Constraint and Creativity	MUSI
3416	MUSI 26100	Introduction to Composition	MUSI
3417	MUSI 26200	Advanced Composition	MUSI
3418	MUSI 26521	Introduction to Sonic Arts	MUSI
3419	MUSI 26618	Electronic Music: Composing with Sound	MUSI
3420	MUSI 26715	16th Century Counterpoint	MUSI
3421	MUSI 26718	Electronic Music: Approaches to Electronic Music	MUSI
3422	MUSI 26725	Staging Richard Wagner's Ring of the Nibelung in the 21st Century	MUSI
3423	MUSI 26780	Caribbean Music, Performance, and Popular Culture in the Age of Precarity: 1990 to the Present	MUSI
3424	MUSI 26817	Electronic Music: Introduction to Computer Music Programming	MUSI
3425	MUSI 27100-27200-27300	Topics in the History of Western Music I-II-III	MUSI
3426	MUSI 27100	Topics in the History of Western Music I	MUSI
3427	MUSI 27200	Topics in the History of Western Music II	MUSI
3428	MUSI 27300	Topics in the History of Western Music III	MUSI
3429	MUSI 27423	Divas, Idols, Material Girls: Gender and Sexuality in Music Videos	MUSI
3430	MUSI 27523	Issues in Pop Music	MUSI
3431	MUSI 27623	Theories and Aesthetics of Remix	MUSI
3432	MUSI 27624	New Forms in DJing	MUSI
3433	MUSI 28500	Musicianship Skills	MUSI
3434	MUSI 28723	Music as Trauma and Recovery Post-1900	MUSI
3435	MUSI 29500	Undergraduate Honors Seminar	MUSI
3436	MUSI 29900	Senior Essay or Composition	MUSI
3437	AKKD 10202	Intermediate Akkadian: The Babylonian Epic of Creation	AKKD
3438	AKKD 10203	Advanced Akkadian: Curses	AKKD
3439	AKKD 10501-10502-10503	Introduction to Babylonian I-II-III	AKKD
3440	AKKD 10501	Introduction to Babylonian I	AKKD
3441	AKKD 10502	Introduction to Babylonian II	AKKD
3442	AKKD 10503	Introduction to Old Babylonian III	AKKD
3443	AKKD 20352	Neo-Babylonian Legal Texts	AKKD
3444	AKKD 20604	Intermediate Akkadian - The Standard Babylonian Gilgamesh Epic	AKKD
3445	AANL 20120	Advanced Hittite: Literary Texts	AANL
3446	AANL 20301	Late Hieroglyphic Luwian (ca	AANL
3447	ARAB 10101-10102-10103	Elementary Arabic I-II-III	ARAB
3448	ARAB 10101	Elementary Arabic I	ARAB
3449	ARAB 10102	Elementary Arabic II	ARAB
3450	ARAB 10103	Elementary Arabic III	ARAB
3451	ARAB 10123	Summer Intensive Arabic Level 1	ARAB
3452	ARAB 10250	Colloquial Levantine Arabic	ARAB
3453	ARAB 10257	Colloquial Levantine Arabic II	ARAB
3454	ARAB 15001	Elementary Arabic in Rome	ARAB
3455	ARAB 15002	Elementary Arabic in Jerusalem	ARAB
3456	ARAB 15003	Intermediate Arabic in Jerusalem	ARAB
3457	ARAB 15004	Intermediate Arabic in Jerusalem	ARAB
3458	ARAB 15005	Advanced Arabic in Jerusalem	ARAB
3459	ARAB 15006	Advanced Arabic in Jerusalem	ARAB
3460	ARAB 15007	Elementary Arabic in Cairo	ARAB
3461	ARAB 15008	Elementary Arabic in Cairo	ARAB
3462	ARAB 15009	Intermediate Arabic in Cairo	ARAB
3463	ARAB 15010	Intermediate Arabic in Cairo	ARAB
3464	ARAB 15011	Advanced Arabic in Cairo	ARAB
3465	ARAB 15012	Advanced Arabic in Cairo	ARAB
3466	ARAB 15013	Elementary Arabic in Morocco	ARAB
3467	ARAB 15014	Elementary Arabic in Morocco	ARAB
3468	ARAB 15015	Intermediate Arabic in Morocco	ARAB
3469	ARAB 15016	Intermediate Arabic in Morocco	ARAB
3470	ARAB 15017	Advanced Arabic in Morocco	ARAB
3471	ARAB 15018	Advanced Arabic in Morocco	ARAB
3472	ARAB 15019	Elementary Arabic in Granada	ARAB
3473	ARAB 15020	Elementary Arabic in Granada	ARAB
3474	ARAB 15021	Intermediate Arabic in Granada	ARAB
3475	ARAB 15022	Intermediate Arabic in Granada	ARAB
3476	ARAB 15023	Advanced Arabic in Granada	ARAB
3477	ARAB 15024	Advanced Arabic in Granada	ARAB
3478	ARAB 20100	Intermediate Modern Arabic for CPS Students	ARAB
3479	ARAB 20101-20102-20103	Intermediate Arabic I-II-III	ARAB
3480	ARAB 20101	Intermediate Arabic I	ARAB
3481	ARAB 20102	Intermediate Arabic II	ARAB
3482	ARAB 20103	Intermediate Arabic III	ARAB
3483	ARAB 20110	Arabic for Special Purposes: Arabic for STEM	ARAB
3484	ARAB 20111	Arabic for Special Purposes: Arabic for Business	ARAB
3485	ARAB 20112	Arabic for Academic Reading	ARAB
3486	ARAB 20113	Food Culture in the Arab World	ARAB
3487	ARAB 20114	Introduction to Arabic Linguistics	ARAB
3488	ARAB 20115	Colloquial Egyptian Arabic Language and Culture I	ARAB
3489	ARAB 20116	Colloquial Egyptian Arabic Language and Culture II	ARAB
3490	ARAB 20123	Summer Intensive Arabic Level II	ARAB
3491	ARAB 20601	High Intermediate Modern Standard Arabic I	ARAB
3492	ARAB 20602	High Intermediate Modern Standard Arabic II	ARAB
3493	ARAB 20603	High Intermediate Modern Standard Arabic III	ARAB
3494	ARAB 20658	Narrating Conflict in Modern Arabic Literature	ARAB
3495	ARAB 20701	High Intermediate Classical Arabic I	ARAB
3496	ARAB 20702	High Intermediate Classical Arabic II	ARAB
3497	ARAB 20703	High Intermediate Classical Arabic III	ARAB
3498	ARAB 29001	Arabic Through Film	ARAB
3499	ARAM 10101-10102-10103	Biblical Aramaic; Old Aramaic Inscriptions; Imperial Aramaic	ARAM
3500	ARAM 10101	Biblical Aramaic	ARAM
3501	ARAM 10102	Old Aramaic Inscriptions	ARAM
3502	ARAM 10103	Imperial Aramaic	ARAM
3503	ARAM 20302	Targum-II	ARAM
3504	ARAM 20303	Targum-III	ARAM
3505	ARME 10101-10102-10103	Elementary Modern Armenian I-II-III	ARME
3506	ARME 10101	Elementary Modern Armenian I	ARME
3507	ARME 10102	Elementary Modern Armenian II	ARME
3508	ARME 10103	Elementary Modern Armenian III	ARME
3509	ARME 20101-20102-20103	Intermediate Modern Armenian I-II-III	ARME
3510	ARME 20101	Intermediate Modern Armenian I	ARME
3511	ARME 20102	Intermediate Modern Armenian II	ARME
3512	ARME 20103	Intermediate Modern Armenian III	ARME
3513	EGPT 10101-10102	Introduction to Middle Egyptian Hieroglyphs I-II	EGPT
3514	EGPT 10101	Introduction to Middle Egyptian Hieroglyphs I	EGPT
3515	EGPT 10102	Introduction to Middle Egyptian Hieroglyphs II	EGPT
3516	EGPT 10103	Middle Egyptian Texts I	EGPT
3517	EGPT 20101	Middle Egyptian Texts II	EGPT
3518	EGPT 20102	Introduction to Hieratic	EGPT
3519	EGPT 20110	Introduction to Old Egyptian	EGPT
3520	EGPT 20210	Introduction to Late Egyptian	EGPT
3521	GEEZ 20700	Advanced Readings in Classical Ethiopic (Ge'ez)  100 Units	GEEZ
3522	HEBR 10501-10502-10503	Introductory Modern Hebrew I-II-III	HEBR
3523	HEBR 10501	Introductory Modern Hebrew I	HEBR
3524	HEBR 10502	Introductory Modern Hebrew II	HEBR
3525	HEBR 10503	Introductory Modern Hebrew III	HEBR
3526	HEBR 15001	Elementary Hebrew in Jerusalem	HEBR
3527	HEBR 15002	Elementary Hebrew in Jerusalem	HEBR
3528	HEBR 15003	Intermediate Hebrew in Jerusalem	HEBR
3529	HEBR 15004	Intermediate Hebrew in Jerusalem	HEBR
3530	HEBR 15005	Advanced Hebrew in Jerusalem	HEBR
3531	HEBR 15006	Advanced Hebrew in Jerusalem	HEBR
3532	HEBR 20001	Hebrew Letters and Inscriptions	HEBR
3533	HEBR 20002	Phoenician Inscriptions	HEBR
3534	HEBR 20003	Punic Inscriptions	HEBR
3535	HEBR 20100	Graphic Novels: Modern Hebrew Reading course	HEBR
3536	HEBR 20104-20105-20106	Intermediate Classical Hebrew I-II-III	HEBR
3537	HEBR 20104	Intermediate Classical Hebrew I	HEBR
3538	HEBR 20105	Intermediate Classical Hebrew II	HEBR
3539	HEBR 20106	Intermediate Classical Hebrew III	HEBR
3540	HEBR 20501-20502-20503	Intermediate Modern Hebrew I-II-III	HEBR
3541	HEBR 20501	Intermediate Modern Hebrew I	HEBR
3542	HEBR 20502	Intermediate Modern Hebrew II	HEBR
3543	HEBR 20503	Intermediate Modern Hebrew III	HEBR
3544	HEBR 29900	Reading Course: Modern Hebrew	HEBR
3545	KAZK 10501	Intro to Turkic Languages I	KAZK
3546	KAZK 10502	Introduction to Turkic Languages II	KAZK
3547	KAZK 29700	Independent Study: Kazakh	KAZK
3548	NEAA 10020	Ceramic Analysis in Archaeology	NEAA
3549	NEAA 20001	Introduction to the Archaeology of the Ancient Near East I - Mesopotamia	NEAA
3550	NEAA 20007	Bioethics and Ancient DNA	NEAA
3551	NEAA 20044	Sardis and its Neighbors: Western Anatolia during the Iron Age	NEAA
3552	NEAA 20061-20062	Ancient Landscapes I-II	NEAA
3553	NEAA 20061	Ancient Landscapes I	NEAA
3554	NEAA 20062	Ancient Landscapes II	NEAA
3555	NEAA 20091	Field Archaeology	NEAA
3556	NEAA 20100	Introduction to Archaeology	NEAA
3557	NEAA 20122	Mesopotamian Archaeology II:  States to Empires	NEAA
3558	NEAA 20163	Sensory Archaeology of Mesopotamia	NEAA
3559	NEAA 20203	The Art & Archaeology of Egyptian Funerary Traditions - the Early Dynastic through early New Kingdom	NEAA
3560	NEAA 20322	Ancient Levant-II:  The Iron Age and Persian Period	NEAA
3561	NEAA 20329	Ancient Levant-1	NEAA
3562	NEAA 20380	Arabia from Prehistory to Islam	NEAA
3563	NEHC 10101	Introduction to the Middle East	NEHC
3564	NEHC 12006	Jewish Spaces and Places, Imagined and Real	NEHC
3565	NEHC 20004-20005-20006	Ancient Near Eastern Thought and Literature I-II-III	NEHC
3566	NEHC 20004	Ancient Near Eastern Thought and Literature I: Mesopotamian Literature	NEHC
3567	NEHC 20005	Ancient Near Eastern Thought & Literature II: Anatolian Lit	NEHC
3568	NEHC 20006	Ancient Near Eastern Thought & Literature III: Ancient Egyptian Literature	NEHC
3569	NEHC 20011	Ancient Empires I: The Hittite Empire	NEHC
3570	NEHC 20012	Ancient Empires II: The Ottoman Empire	NEHC
3571	NEHC 20013	Ancient Empires III :The Egyptian Empire of the New Kingdom	NEHC
3572	NEHC 20014	Ancient Empires IV: the Achaemenid Empire	NEHC
3573	NEHC 20015	Ancient Empires V: The Umayyad	NEHC
3574	NEHC 20016	Ancient Empires VI: The Assyrian Empire	NEHC
3575	NEHC 20017	Ancient Empires VII: Sumerians and Akkadians	NEHC
3576	NEHC 20024	Everyday Life in the Early Islamic Period	NEHC
3577	NEHC 20034	From the Harem to Helem: Gender and Sexuality in the Modern Middle East	NEHC
3578	NEHC 20040	Eat, Pray, Tax: How the Middle East Shaped the World	NEHC
3579	NEHC 20050	Introduction to Hadith Literature	NEHC
3580	NEHC 20110	Media Islam	NEHC
3581	NEHC 20113	Revolution and Piety in Islam	NEHC
3582	NEHC 20130	Textual Amulets in the Ancient Mediterranean	NEHC
3583	NEHC 20157	History of Modern Iran: 1890-1988	NEHC
3584	NEHC 20160	Central Asia Past and Present/From Alexander the Great to Al Qaeda	NEHC
3585	NEHC 20201-20202-20203	Islamicate Civilization I-II-III	NEHC
3586	NEHC 20201	Islamicate Civilization I: 600-950	NEHC
3587	NEHC 20202	Islamicate Civilization II: 950-1750	NEHC
3588	NEHC 20203	Islamicate Civilization III: 1750-Present	NEHC
3589	NEHC 20210	Greek and Near Eastern Creation Stories	NEHC
3590	NEHC 20228	History of Jews in the Middle East	NEHC
3591	NEHC 20271	Islamic Education in West Africa	NEHC
3592	NEHC 20290	Media and Social Change in the Middle East	NEHC
3593	NEHC 20303	Comics and the (Arab) City	NEHC
3594	NEHC 20471	Readings in Maimonides' Guide of the Perplexed	NEHC
3595	NEHC 20504	Introduction to the Hebrew Bible	NEHC
3596	NEHC 20552	Slavery and Social Justice in the Hebrew Bible	NEHC
3597	NEHC 20568	Balkan Folklore	NEHC
3598	NEHC 20570	Mughal India: Tradition & Transition	NEHC
3599	NEHC 20573	The Burden of History: A Nation and Its Lost Paradise	NEHC
3600	NEHC 20600	Saints and Sinners in Late Antiquity	NEHC
3601	NEHC 20601-20602-20603	Islamic Thought and Literature I-II-III	NEHC
3602	NEHC 20601	Islamic Thought and Literature I	NEHC
3603	NEHC 20602	Islamic Thought and Literature II	NEHC
3604	NEHC 20603	Islamic Thought and Literature III	NEHC
3605	NEHC 20606	Introduction to Qur'an Manuscripts	NEHC
3606	NEHC 20612	Critical Arabic Philology	NEHC
3607	NEHC 20630	Introduction to Islamic Philosophy	NEHC
3608	NEHC 20658	Narrating Conflict in Modern Arabic Literature	NEHC
3609	NEHC 20676	Perpetration of Mass Violence: Motivations and Dynamics of Participation in the Armenian Genoci	NEHC
3610	NEHC 20692	Armenian History through Art and Culture	NEHC
3611	NEHC 20766	Shamans and Oral Poets of Central Asia	NEHC
3612	NEHC 20802	Empires and Peoples: Ethnicity in Late Antiquity	NEHC
3613	NEHC 20808	Biography of the Prophet Muhammad	NEHC
3614	NEHC 20822	Topics in Ottoman Cultural History	NEHC
3615	NEHC 20838	Further Topics in Late Ottoman History-1	NEHC
3616	NEHC 20866	"The Economy by Other Means"": New Approaches to the Economy of the Late and Post-Ottoman Middle East"	NEHC
3617	NEHC 20911	Prophets in Jewish and Islamic Traditions	NEHC
3618	NEHC 21002	Greece and the Balkans in the Age of Nationalism	NEHC
3619	NEHC 21451	Rhoades Seminar: Reading Ancient Egyptian Art	NEHC
3620	NEHC 21780	Poetry of the Hebrew Bible	NEHC
3621	NEHC 21865	Zion and Zaphon: Biblical Texts and Memory Studies	NEHC
3622	NEHC 22010	Jewish Civilization I: Ancient Beginnings to Medieval Period	NEHC
3623	NEHC 22011	Jewish Civilization II: Early Modern Period to 21st Century	NEHC
3624	NEHC 22110	American Islam	NEHC
3625	NEHC 22308	Phoenician Religion (In Their Own Words And Those of Their Neighbors)  100 Units	NEHC
